PLNA,PLCO,AUTHOR,VALID,PLCOS
"VERONICA HEDERIFOLIA","542120003","","","542120003"
"VERONICA PEREGRINA","542120004","L.","Y","542120004"
"VERONICA PERSICA","542120005","","","542120005"
"VERONICA POLITA","542120006","","","542120006"
"VERONICA ARVENSIS","542120007","","","542120007"
"VERONICA HEDERIFOLIA SSP. TRILOBA","542120008","(OPIZ)CELAK","Y","542120008"
"VERONICA SERPYLLIFOLIA","542120009","L.","Y","542120009"
"VERONICA CHAMAEDRYS","542120010","L.","Y","542120010"
"DIGITALIS SP.","542134000","","","542134000"
"DIGITALIS GRANDIFLORA","542134001","","","542134001"
"DIGITALIS PURPUREA","542134002","","","542134002"
"ESCOBEDIA SCABRIFOLIA","542136001","RUIZ&PAV.","S","542136001"
"ALECTRA BRASILIENSIS","542138001","BENTH.","S","542138001"
"ALECTRA STRICTA","542138002","BENTH.","S","542138002"
"ESTERHAZYA SPLENDIDA","542141001","MIKAN.","S","542141001"
"AGALINIS FASCICULATA","542145001","(L.)RAF.","L","542145001"
"STRIGA HERMONTHECA","542166001","","","542166001"
"STRIGA ASIATICA","542166002","(L.)KUNTZE","Y","542166002"
"CASTILLEJA ARVENSIS","542172001","","P","542172001"
"CASTILLEJA COMMUNIS","542172002","BENTH.","S","542172002"
"ODONTITES VERNA","542185001","(BELLARDI)DUMORT.","","542185001"
"AGALINIS FASCICULATA","542203001","(ELL.) RAF.","N","542203001"
"MECARDONIA PROCUMBENS","542204001","(MILL.)SMALL","Y","542204001"
"BIGNONIACEAE","544000000","","","544000000"
"ARRABIDAEA BRACHYPODA","544001001","(DC.)BUR.","S","544001001"
"ARRABIDAEA CLAUSSENI","544001002","DC.","S","544001002"
"ARRABIDAEA CORYMBIFERA","544001003","(VAHL)BUR.EX.K.SCHUM.","S","544001003"
"ARRABIDAEA CRATEROPHORA","544001004","(DC.)BUR.","S","544001004"
"ARRABIDAEA FAGOIDES","544001005","(CHAM.)BUR.","S","544001005"
"ARRABIDAEA PULCHELLA","544001006","(CHAM.)BUR.","S","544001006"
"ARRABIDAEA SUBFASTIGATA","544001007","BUR.","S","544001007"
"ARRABIDAEA TRIPLINERVA","544001008","(MART.)BAILL.","S","544001008"
"PETASTOMA OCOSITENSE","544002001","","P","544002001"
"PETASTOMA FORMOSUM","544002002","BUR. O","S","544002002"
"ADENOCALYMMA BRACTEATUM","544003001","DC.","S","544003001"
"ADENOCALYMMA LONGERACEMOSUM","544003002","MART.EX.DC.","S","544003002"
"ANEMOPAEGMA MACROCARPUM","544004001","","P","544004001"
"CLYTOSTOMA FLORIDUM","544006001","MIERS","S","544006001"
"DOXANTHA UNGUIS-CATI","544009001","(L.) MIERS.","N","544009001"
"DISTICTIS LACTIFLORA","544013001","(VAHL.) DC.","N","544013001"
"DISTICTIS MANSOANA","544013002","BAILL.","S","544013002"
"PARAGONIA PYRAMIDATA","544014001","(L.C.RICH)BUR.","S","544014001"
"FRIDERICIA SPECIOSA","544026001","MART.","S","544026001"
"CYDISTA AEQUINOCTALIS","544035001","(L.) MIERS","N","544035001"
"LUNDIA NITIDULA","544036001","DC.","S","544036001"
"LUNDIA OBLIQUA","544036002","SOND.","S","544036002"
"PLEONOTOMA TETRAQUETRA","544043001","(CHAM.)BUR.","S","544043001"
"BIGNONIA EXOLETA","544044001","VELL.","S","544044001"
"ANEMOPAEGMA MIRANDUM","544044002","MART.EX.DC.","S","544044002"
"BIGNONIA IGNEA","544044002","(PRESL.)VELL.","S","544044002"
"ANEMOPAEGMA RACEMOSUM","544044003","MART.EX.DC.","S","544044003"
"BIGNONIA LASERPITIIFOLIA","544044003","(MIERS)MART.EX.DC.","S","544044003"
"BIGNONIA PERFORATA","544044004","(MIERS)CHAM.","S","544044004"
"BIGNONIA PULCHRA","544044005","(BUREAU,EX.K.SCHUM.)CHAM.","S","544044005"
"BIGNONIA SAMYDOIDES","544044006","(MIERS)CHAM.","S","544044006"
"BIGNONIA GLUTINOSUS","544044007","(MIERS)DC.","S","544044007"
"MACFADYENA UNGUIS-CATI","544045001","(L.)A.GENTRY","Y","544045001"
"JACARANDA SP.","544064000","","P","544064000"
"JACARANDA BRASILIANA","544064001","PERS.","S","544064001"
"JACARANDA CAROBA","544064002","DC.","S","544064002"
"JACARANDA CUSPIDIFOLIA","544064003","MART.","S","544064003"
"JACARANDA MICRANTHA","544064004","CHAM.","S","544064004"
"JACARANDA OVALIFLOIA","544064005","R.BR.","S","544064005"
"JACARANDA PAUCIFOLIATA","544064006","MART.EX.DC.","S","544064006"
"CATALPA LONGISSIMA","544066001","(JACQ.) DUM.-COURS","N","544066001"
"SPARATTOSPERMA LITHONTRIPTICUM","544067001","MART.","S","544067001"
"DEPLANCHEA TETRAPHYLLA","544068001","","P","544068001"
"TABEBUIA SP.","544071000","","P","544071000"
"TABEBUIA CHRYSANTHA","544071001","","","544071001"
"TABEBUIA PENTAPHYLLA","544071002","(L.) HEMSL.","","544071002"
"TABEBUIA PALLIDA","544071003","","","544071003"
"TABEBUIA BERTERII","544071004","(DC.) BRITT.","N","544071004"
"TABEBUIA HETEROPHYLLA","544071005","(DC.) BRITT.","N","544071005"
"TABEBUIA RUGOSA","544071006","","N","544071006"
"TABEBUIA HAEMANTHA","544071007","(BERT.)DC.","Y","544071007"
"TABEBUIA RIGIDA","544071008","URB.","L","544071008"
"TABEBUIA DONNELL-SMITHII","544071009","","P","544071009"
"TABEBUIA GUAYCAN","544071010","","P","544071010"
"TABEBUIA HETEROTRICHA","544071011","","P","544071011"
"TABEBUIA ROSEA","544071012","","P","544071012"
"TABEBUIA CARAIBA","544071013","(MART.)BUR.","S","544071013"
"TECOMA SP.","544072000","","S","544072000"
"TECOMA STANS","544072001","(L.) HBK.","","544072001"
"TECOMA IMPETIGINOSA","544072002","MART.EX.DC.","S","544072002"
"TECOMA MYRIANTHA","544072003","DC.","S","544072003"
"TECOMA OCHRACEA","544072004","CHAM.","S","544072004"
"ZEYHERA MONTANA","544077001","MART.","S","544077001"
"CYBISTAX DONNELL-SMITHII","544078001","","P","544078001"
"CYBISTAX ANTISIPHILITICA","544078002","MART.","S","544078002"
"SPATHODEA SP.","544081000","","P","544081000"
"SPATHODEA CAMPANULATA","544081001","BEAUV.","N","544081001"
"STEREOSPERMUM PERSONATUM","544084001","(HASSK.)D.CHATTERJEE","Y","544084001"
"STEREOSPERMUM KUNTHIANUM","544084002","CHAM.","Y","544084002"
"PARMENTIERA ACULEATA","544097001","L.","","544097001"
"PARMENTIERA CERIFERA","544097002","","","544097002"
"CRESCENTIA SP.","544098000","","P","544098000"
"CRESCENTIA SP.","544098000","","P","544098000"
"CRESCENTIA CUJETE","544098001","L.","","544098001"
"DENDROSICUS LATIFOLIUS","544098001","(MILL.)A.GENTRY","L","544098001"
"CRESCENTIA ALATA","544098002","","","544098002"
"CRESCENTIA LINEARIFOLIA","544098003","MIERS","L","544098003"
"KIGELIA AFRICANA","544100001","","","544100001"
"KIGELIA PINNATA","544100002","DC.","L","544100002"
"SCHLEGELIA BRACHYANTHA","544104001","GRISEB.","L","544104001"
"PODRANEA RISASOLIANA","544107001","","","544107001"
"EKMANIANTHE LONGIFLORA","544108001","URB.","N","544108001"
"PEDALIACEAE","545000000","","","545000000"
"SESAMUM ALATUM","545010001","","","545010001"
"SESAMUM INDICUM","545010002","L.","","545010002"
"SESAMUM RADIATUM","545010003","","","545010003"
"CERATOTHECA SESAMOIDES","545011001","","","545011001"
"MARTYNIACEAE","547000000","","","547000000"
"MARTYNIA ANNUA","547001001","L.","N","547001001"
"PROBOSCIDEA LOUSIANICA","547002001","","","547002001"
"OROBANCHACEAE","548000000","","","548000000"
"OROBANCHE AEGYPTIACA","548005001","","","548005001"
"OROBANCHE CRENATA","548005002","","","548005002"
"OROBANCHE RAMOSA","548005003","","","548005003"
"ANETANTHUS GRACILIS","549038001","HIERN","S","549038001"
"EPISCIA COSSINEA","549058001","","P","549058001"
"EPISCIA CUPREATA","549058002","","P","549058002"
"CHRYSOTHEMIS SP.","549060000","","P","549060000"
"TRICANTHA AMBIGUA","549063001","(URB.)WIEHLER","Y","549063001"
"GLOXINIA ATTENUATA","549074001","HANST.","S","549074001"
"RECHSTEINERIA WARSCEWICZII","549088001","","P","549088001"
"GESNERIA CUNEIFOLIA","549092001","(DC.)SESSE&MOC.","Y","549092001"
"GESNERIA PEDUNCULOSA","549092002","(A.DC.)FRITSCH","L","549092002"
"GESNERIA SCEPTRUM","549092003","MART.","S","549092003"
"GESNERIA WARMINGII","549092004","HIERN","S","549092004"
"GESNERIA ALLAGOPHYLLA","549092005","MART.","S","549092005"
"RHYTIDOPHYLLUM VERNICOSUM","549093001","URB.","N","549093001"
"GENLISEA PUSILLA","551002001","WARM.","S","551002001"
"UTRICULARIA FUSIFORMIS","551004001","WARM.","S","551004001"
"UTRICULARIA HYDROCARPA","551004002","VAHL","S","551004002"
"UTRICULARIA LAGOENSIS","551004003","WARM.","S","551004003"
"UTRICULARIA MINIMA","551004004","WARM.","S","551004004"
"UTRICULARIA NERVOSA","551004005","G.WEBER,EX.BENJ.","S","551004005"
"UTRICULARIA PALATINA","551004006","G.WEBER,EX.BENJ.","S","551004006"
"UTRICULARIA PALLENS","551004007","A.ST.HIL&GIRARD","S","551004007"
"UTRICULARIA PICTA","551004008","WARM.","S","551004008"
"UTRICULARIA PURPUREA","551004009","WALT.","S","551004009"
"UTRICULARIA PUSILLA","551004010","VAHL","S","551004010"
"ACANTHACEAE","555000000","","","555000000"
"MENDONCIA PUBERULA","555005001","NEES","S","555005001"
"MENDONCIA VELLOZIANA","555005002","NEES","S","555005002"
"THUNBERGIA ALATA","555009001","BOJ.","","555009001"
"THUNBERGIA FRAGRANS","555009002","ROXB.","N","555009002"
"THUNBERGIA GRANDIFLORA","555009003","ROXB.","N","555009003"
"THUNBERGIA ERECTA","555009004","","P","555009004"
"SANCHEZIA NOBILIS","555014001","","P","555014001"
"HYGROPHILA SPINOSA","555021001","","","555021001"
"HYGROPHILA COSTATA","555021002","NEES","N","555021002"
"BLECHUM PYRAMIDATUM","555025001","(LAM.) URB.","","555025001"
"BLECHUM BROWNEI","555025002","","","555025002"
"BLECHUM OCCIDENTALE","555025003","L.","L","555025003"
"CALOPHANES HIRSUTUS","555034001","OERST.EX.HIERN.","S","555034001"
"DYSCHORISTE QUADRANGULARIS","555034001","","","555034001"
"HEMIGRAPHIS REPTANS","555040001","","","555040001"
"HEMIGRAPHIS DURA","555040002","T.ANDERS.","Y","555040002"
"HEMIGRAPHIS COLORATA","555040003","","P","555040003"
"RUELLIA DOMINGENSIS","555060001","SPRENG.","N","555060001"
"RUELLIA TUBEROSA","555060002","L.","N","555060002"
"RUELLIA LEPIDOTA","555060003","URB.","N","555060003"
"RUELLIA COCCINEA","555060004","(L.)VAHL","Y","555060004"
"RUELLIA TWEEDIANA","555060005","GRISEB.","L","555060005"
"RUELLIA HOOKERIANA","555060006","","P","555060006"
"RUELLIA NUDIFLORA","555060007","","P","555060007"
"RUELLIA STEMONACANTHOIDES","555060008","","P","555060008"
"RUELLIA ACUTANGULA","555060009","NEES,EX.MART.","S","555060009"
"RUELLIA AMOENA","555060010","NEES","S","555060010"
"RUELLIA BRACHYSIPHON","555060011","BENTH.&HOOK.","S","555060011"
"RUELLIA COSTATA","555060012","HIERN","S","555060012"
"RUELLIA DENSA","555060013","HIERN","S","555060013"
"RUELLIA DISSITIFOLIA","555060014","HIERN","S","555060014"
"RUELLIA FORMOSA","555060015","ANDR.","S","555060015"
"RUELLIA GEMINFLORA","555060016","HBK.","S","555060016"
"RUELLIA HUMILIS","555060017","POHL,EX.NEES","S","555060017"
"RUELLIA MENTHOIDES","555060018","HIERN","S","555060018"
"RUELLIA PURI","555060019","MART.EX.NEES","S","555060019"
"RUELLIA RASA","555060020","HIERN","S","555060020"
"RUELLIA TRIVIALIS","555060021","BLANCH.EX.NEES","S","555060021"
"LEPIDAGATHIS SP.","555066000","","Y","555066000"
"LEPIDAGATHIS CRISTATA","555066001","","","555066001"
"LEPIDAGATHIS ALOPECUROIDEA","555066002","R.BR.EX.GRISEB.","S","555066002"
"BARLERIA OPACA","555068001","","","555068001"
"BARLERIA LUPULINA","555068002","LINFL","N","555068002"
"BARLERIOLA SOLANIFOLIA","555069001","(L.) OERST.","N","555069001"
"GEISSOMERIA LONGIFLORA","555088001","LINDL.","S","555088001"
"GEISSOMERIA SCHOTTIANA","555088002","NEES","S","555088002"
"ASYSTASIA GANGETICA","555101001","(L.) T. ANDERS.","","555101001"
"GRAPTOPHYLLUM PICTUM","555106001","","P","555106001"
"PSEUDERANTHEMUM RETICULATUM","555118001","","","555118001"
"PSEUDERANTHEMUM ATROPURPUREUM","555118002","","P","555118002"
"RUNGIA REPENS","555123001","NEES.","Y","555123001"
"DICLIPTERA UNGUICULATA","555125001","","","555125001"
"DICLIPTERA ASSURGENS","555125002","(L.) JUSS.","N","555125002"
"DICLIPTERA MUCRONATA","555125003","URB.","N","555125003"
"DICLIPTERA LAETA","555125004","U","S","555125004"
"DICLIPTERA MUCRONIFOLIA","555125005","NESS","S","555125005"
"DICLIPTERA SERICEA","555125006","U","S","555125006"
"ODONTONEMA STRICTUM","555132001","(NEES) O. KTZE.","N","555132001"
"ODONTONEMA NITIDUM","555132002","(JACQ.)KTZE.","L","555132002"
"ODONTONEMA CALLISTACHYUM","555132003","","P","555132003"
"ODONTONEMA FLAGELLUM","555132004","","P","555132004"
"JUSTICIA SIMPLEX","555143001","","","555143001"
"JUSTICIA ADHATODA","555143002","","","555143002"
"JUSTICIA PECTORALIS","555143003","JACQ.","","555143003"
"JUSTICIA SESSILIS","555143004","JACQ.","N","555143004"
"JUSTICIA ABEGGII","555143005","URB. & EKM.","Y","555143005"
"JUSTICIA PERIPLOCIFOLIA","555143006","JACQ.","Y","555143006"
"JUSTICIA DIFFUSA","555143007","WILLD.","Y","555143007"
"JUSTICIA MARTINSONIANA","555143008","R.A.HOWARD","L","555143008"
"JUSTICIA COMATA","555143009","","P","555143009"
"JUSTICIA BURCHELLII","555143010","HIERN","S","555143010"
"JUSTICIA WARMINGII","555143011","HIERN","S","555143011"
"FITTONIA ARGYRONEURA","555164001","","P","555164001"
"ADHATODA VASICA","555189001","NEES","","555189001"
"DIANTHERA DASYCLADOS","555189001","BENTH.&HOOK.","S","555189001"
"DIANTHERA LAETA","555189002","U","S","555189002"
"JACOBINIA SP.","555192000","","P","555192000"
"BELOPERONE HIRSUTA","555193001","NEES","S","555193001"
"CHAETOTHYLAX LYTHROIDES","555198001","BENTH.&HOOK.F.","S","555198001"
"TELIOSTACHYA ALOPECUROIDES","555205001","(VAHL) NEES","N","555205001"
"APASSALUS DIFFUSUS","555206001","(L.) KOB.","N","555206001"
"OPLONIA MICROPHYLLA","555207001","(LAM.) STEARN.","N","555207001"
"OPLONIA SPINOSA","555207002","(JACQ.)RAF.","L","555207002"
"BONTIA DAPHNOIDES","556002001","L.","Y","556002001"
"PLANTAGINACEAE","558000000","","","558000000"
"PLANTAGO SP.","558001000","","","558001000"
"PLANTAGO LANCEOLATA","558001001","L.","","558001001"
"PLANTAGO MAJOR","558001002","L.","","558001002"
"PLANTAGO MEDIA","558001003","","","558001003"
"PLANTAGO AUSTRALIS","558001004","","","558001004"
"PLANTAGO PSYLLIUM","558001005","L.","Y","558001005"
"PLANTAGO ERECTA","558001006","MORRIS.","Y","558001006"
"PLANTAGO HIRTELLA","558001007","H.B.K.","","558001007"
"PLANTAGO OVATA","558001008","","","558001008"
"RUBIACEAE","562000000","","","562000000"
"PORTLANDIA DOMINGENSIS","562006001","URB.","N","562006001"
"ISIDOREA LEPTANTHA","562007001","URB.","N","562007001"
"OLDENLANDIA SP.","562018000","","Y","562018000"
"OLDENLANDIA CORYMBOSA","562018001","L.","","562018001"
"OLDENLANDIA CALLITRICHOIDES","562018002","GRISEB,","N","562018002"
"OLDENLANDIA LANCIFOLIA","562018003","(K.SCHUM.)DC.","Y","562018003"
"OLDENLANDIA UNIFLORA","562018004","L.","Y","562018004"
"OLDENLANDIA DIFFUSA","562018005","ROXB.","Y","562018005"
"OLDENLANDIA BIFLORA","562018006","L.","Y","562018006"
"OLDENLANDIA DICHOTOMA","562018007","HOOK.FIL.","Y","562018007"
"OLDENLANDIA HERBACEA","562018008","","","562018008"
"HEDYOTIS DIFFUSA","562018009","","","562018009"
"HEDYOTIS BIFLORA","562018010","","","562018010"
"ANOTIS WIGHTIANA","562024001","","","562024001"
"ARCYTHOPHYLLUM LAVARUM","562026001","K.SCHUM.STANDLEY","","562026001"
"PENTODON PENTANDRUS","562027001","","","562027001"
"BATHYSA SP.","562051000","","S","562051000"
"BATHYSA AUSTRALIS","562051001","U","S","562051001"
"STEVENSIA BUXIFOLIA","562053001","POIT.","N","562053001"
"RONDELETIA BERTERIANA","562054001","DC.","N","562054001"
"RONDELETIA BRACHYCARPA","562054002","(GRISEB.) C. WR.","N","562054002"
"RONDELETIA FUERTESII","562054003","URB.","Y","562054003"
"RONDELETIA INERMIS","562054004","(SPRENG.)KRUG&URB.","Y","562054004"
"SIPANEA PRATENSIS","562067001","AUBL.","S","562067001"
"CINCHONA OFFICINALIS","562071001","","","562071001"
"CASCARILLA HEXANDRA","562073001","(KLOTZSCH)WEDD. Z","S","562073001"
"REMIJIA FERRUGINEA","562074001","DC.","S","562074001"
"MANETTIA CALYCOSA","562085001","GRISEB.","Y","562085001"
"MANETTIA RECLINATA","562085001","","P","562085001"
"MANETTIA CORDIFOLIA","562085002","MART.","S","562085002"
"MANETTIA LUTEO-RUBRA","562085003","BENTH.","S","562085003"
"CALYCOPHYLLUM CANDIDISSIMUM","562098001","","","562098001"
"EXOSTEMMA CARIBAEUM","562100001","(BALBIS) BRITT & ROSE","N","562100001"
"EXOSTEMMA LONGIFLORUM","562100002","(LAMB.) R. & S.","N","562100002"
"EXOSTEMMA SPINOSUM","562100003","(VAVASS.) KRUG & URB.","N","562100003"
"EXOSTEMMA ELEGANS","562100004","KRUG & URB.","N","562100004"
"MOLOPANTHERA PANICULATA","562105001","TURCZ.","S","562105001"
"COUTAREA SPECIOSA","562106001","AUBL.","S","562106001"
"ADINA CORDIFOLIA","562107001","","","562107001"
"MITRAGYNA PARVIFOLIA","562108001","","","562108001"
"UNCARIA GAMBIR","562109001","","","562109001"
"UNCARIA INERMIS","562109002","","","562109002"
"SARCOCEPHALUS DIDERRICHII","562112001","","P","562112001"
"SARCOCEPHALUS ESCULENTUS","562112002","","P","562112002"
"ANTHOCEPHALUS CADAMBA","562113001","","","562113001"
"GONZALAGUNIA SPICATA","562120001","(LAM.) G. MAZA","N","562120001"
"COCCOCYPSELUM HERBACEUM","562131001","AUBL.","","562131001"
"COCCOCYPSELUM CANESCENS","562131002","WILLD.EX.ROEM.&SCHULT.","S","562131002"
"COCCOCYPSELUM ERYTHROCEPHALUM","562131003","CHAM.&SCHLECHT.","S","562131003"
"SABICEA ASPERA","562137001","AUBL.","S","562137001"
"SABICEA CANA","562137002","HOOK.","S","562137002"
"TOCOYENA FORMOSA","562161001","(CHAM.&SCHLECHT.)K.SCHUM.","S","562161001"
"RANDIA ACULEATA","562164001","L.","","562164001"
"RANDIA SPINOSA","562164002","","","562164002"
"RANDIA ULIGINOSA","562164003","","","562164003"
"RANDIA PARVIFOLIA","562164004","LAM.","N","562164004"
"RANDIA FORMOSA","562164005","(JACQ.)SCHUM.","Y","562164005"
"RANDIA ARMATA","562164006","","P","562164006"
"GARDENIA LUTEA","562166001","FRESEN.","Y","562166001"
"GARDENIA FLORIDA","562166002","","P","562166002"
"POSOQUERIA LATIFOLIA","562169001","","P","562169001"
"GENIPA AMERICANA","562171001","","N","562171001"
"GENIPA CARUTO","562171002","","P","562171002"
"AMAJOUA GUIANENSIS","562196001","AUBL.","S","562196001"
"BASANACANTHA SPINOSA","562203001","(JACQ.)K.SCHUM.","S","562203001"
"HAMELIA PATENS","562210001","JACQ.","N","562210001"
"HAMELIA AXILLARIS","562210002","SW","N","562210002"
"CATESBAEA GLABRA","562211001","URB.","N","562211001"
"CATESBAEA FUERTESII","562211002","URB.","Y","562211002"
"KNOXIA CORYMBOSA","562227001","WILLD.","Y","562227001"
"VANGUERIA MADAGASCARIENSIS","562232001","GMELIN","","562232001"
"VANGUERIA INFAUSTA","562232002","","","562232002"
"GUETTARDA SPECIOSA","562242001","","","562242001"
"GUETTARDA PRENLELOUPII","562242002","URB.","N","562242002"
"GUETTARDA BARAHONENSIS","562242003","URB.","N","562242003"
"GUETTARDA SCABRA","562242004","(L.) LAM.","Y","562242004"
"GUETTARDA MOLLIS","562242005","DC.","Y","562242005"
"GUETTARDA POASANA","562242006","STANDLEY","","562242006"
"GUETTARDA URUGUENSIS","562242007","CHAM.&SCHLECHT.","S","562242007"
"GUETTARDA VIBURNOIDES","562242008","CHAM.&SCHLECHT.","S","562242008"
"ANTIRHEA LUCIDA","562244001","(SW.) BENTH & HOOK.","N","562244001"
"ANTIRHEA ACUTATA","562244002","(DC.)URB.","L","562244002"
"CHOMELIA OBTUSA","562247001","CHAM.&SCHLECHT.","S","562247001"
"CHOMELIA RIBESIOIDES","562247002","BENTH.EX.A.GRAY","S","562247002"
"ERITHALIS VACCINIIFOLIA","562252001","(GRISEB.) C WR.","N","562252001"
"ERITHALIS FRUTICOSA","562252002","L.","N","562252002"
"CHIOCOCCA ALBA","562257001","(L.) HITCHC.","","562257001"
"CHIOCOCCA BRACHIATA","562257002","RUIZ&PAV.","S","562257002"
"SCOLOSANTHUS TRIACANTHUS","562260001","(SPRENG.) DC.","N","562260001"
"SCOLOSANTHUS ACANTHODES","562260002","(SPRENG.) URB.","N","562260002"
"SCOLOSANTHUS DENSIFLORUS","562260003","URB.","Y","562260003"
"COFFEA SP.","562262000","","","562262000"
"COFFEA ARABICA","562262001","L.","","562262001"
"COFFEA BENGALENSIS","562262002","","","562262002"
"COFFEA CANEPHORA","562262003","","","562262003"
"COFFEA CONGENSIS","562262004","","","562262004"
"COFFEA LIBERICA","562262005","","","562262005"
"COFFEA STENOPHYLLA","562262007","","P","562262007"
"PAVETTA CRASSIPES","562264001","","","562264001"
"IXORA SP.","562265000","","P","562265000"
"IXORA ACUMINATA","562265001","","P","562265001"
"IXORA COCCINEA","562265002","","P","562265002"
"IXORA MACROTHYRSA","562265003","","P","562265003"
"IXORA WARMINGII","562265004","MUELL.ARG.","S","562265004"
"STRUMPFIA MARITIMA","562272001","JACQ.","L","562272001"
"MAPOURIA TRITIS","562277001","MUELL.ARG.","S","562277001"
"MAPOURIA UMBROSA","562277002","MUELL.ARG.","S","562277002"
"PSYCHOTRIA SP.","562280000","","S","562280000"
"PSYCHOTRIA NERVOSA","562280001","SW","N","562280001"
"PSYCHOTRIA NUTANS","562280002","SW.","N","562280002"
"PSYCHOTRIA DEFLEXA","562280003","","N","562280003"
"PSYCHOTRIA BERTERIANA","562280004","DC.","N","562280004"
